periode;maindealercode;maindealername;soff;sales_to_ahass;quantityinunitofentry;unrestricteduse;targetsalesamic;bufferstock
44855;L01;ASTRA MOTOR YOGYAKARTA;H360;6633;1864;1189;6917;9240
44699;G02;ASTRA MOTOR BENGKULU;H650;668;7976;1572;5448;5314
44313;L01;ASTRA MOTOR YOGYAKARTA;H360;9143;3604;1111;8335;6912
45001;G02;ASTRA MOTOR BENGKULU;H650;5788;6542;8192;1837;6222
43978;N02;ASTRA MOTOR MATARAM;H530;928;9180;3032;1376;2589
43787;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6024;1369;4711;9820;4623
45162;W01;ASTRA MOTOR MAKASSAR;H760;4461;2613;4288;4568;4919
42980;N02;ASTRA MOTOR MATARAM;H530;7809;1094;8259;5070;3623
42386;R5Z;ASTRA MOTOR SAMARINDA;H800;243;3280;3864;2623;9138
43946;L01;ASTRA MOTOR YOGYAKARTA;H360;2674;5304;9904;8476;9008
44502;G02;ASTRA MOTOR BENGKULU;H650;7107;854;9743;7249;5024
42585;G02;ASTRA MOTOR BENGKULU;H650;8607;8134;7590;154;6162
43818;W01;ASTRA MOTOR MAKASSAR;H760;6889;3151;8196;2948;6407
42592;N02;ASTRA MOTOR MATARAM;H530;1651;7920;678;4769;2985
42081;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7280;2270;1743;3465;2295
42194;K0Z;ASTRA MOTOR SEMARANG;H350;1770;6680;5165;648;5213
42849;G01;ASTRA MOTOR PALEMBANG;H600;3968;8196;9343;8164;3816
43261;N01;ASTRA MOTOR DENPASAR;H540;5269;3931;3021;1942;8781
42254;K0Z;ASTRA MOTOR SEMARANG;H350;6592;5551;8343;8664;7205
44576;L01;ASTRA MOTOR YOGYAKARTA;H360;4416;6057;8480;9283;6305
42361;G01;ASTRA MOTOR PALEMBANG;H600;7113;1487;1817;8332;1146
44023;N02;ASTRA MOTOR MATARAM;H530;1529;8717;5717;4047;9683
45113;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4162;7054;6138;771;6622
44921;G01;ASTRA MOTOR PALEMBANG;H600;7919;7736;2404;5697;8055
44020;L01;ASTRA MOTOR YOGYAKARTA;H360;138;7660;4264;6313;3646
44733;R5Z;ASTRA MOTOR SAMARINDA;H800;3388;1996;9861;5565;3102
44390;K0Z;ASTRA MOTOR SEMARANG;H350;6552;1022;9691;1323;6574
43380;Z11;ASTRA MOTOR JAYAPURA;H790;1734;150;7264;685;6286
44080;W01;ASTRA MOTOR MAKASSAR;H760;1329;7706;6536;8202;9043
44736;G02;ASTRA MOTOR BENGKULU;H650;5385;5716;6761;5550;5879
42991;Q01;ASTRA MOTOR PONTIANAK;H720;4989;1993;4523;6812;5959
45003;K0Z;ASTRA MOTOR SEMARANG;H350;2605;8596;7827;4397;5676
43240;G01;ASTRA MOTOR PALEMBANG;H600;715;8566;2190;7922;4234
44493;L01;ASTRA MOTOR YOGYAKARTA;H360;3121;1417;5625;39;7564
44925;W01;ASTRA MOTOR MAKASSAR;H760;8556;9179;486;1073;1822
43904;N01;ASTRA MOTOR DENPASAR;H540;142;4076;9964;5934;2177
42955;Q01;ASTRA MOTOR PONTIANAK;H720;9355;8230;2327;6696;1287
42953;Z11;ASTRA MOTOR JAYAPURA;H790;3069;6402;9625;9492;3187
42335;G02;ASTRA MOTOR BENGKULU;H650;2453;531;8494;2893;277
45010;Q01;ASTRA MOTOR PONTIANAK;H720;5858;7544;7891;1082;9138
43750;N02;ASTRA MOTOR MATARAM;H530;3021;8425;8465;74;312
44241;N02;ASTRA MOTOR MATARAM;H530;1669;6023;695;4398;9700
42218;L01;ASTRA MOTOR YOGYAKARTA;H360;7804;9273;8649;5159;9368
43530;W01;ASTRA MOTOR MAKASSAR;H760;1589;5262;5531;1497;4578
44021;G02;ASTRA MOTOR BENGKULU;H650;34;5125;4365;512;7
43304;Z11;ASTRA MOTOR JAYAPURA;H790;2578;3241;9758;998;2744
43810;N02;ASTRA MOTOR MATARAM;H530;1890;1603;3612;2600;4354
43656;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1186;6282;4284;2588;9353
44514;G02;ASTRA MOTOR BENGKULU;H650;9058;9122;8144;2870;7475
42591;Q01;ASTRA MOTOR PONTIANAK;H720;2982;3879;3641;25;166
42597;G01;ASTRA MOTOR PALEMBANG;H600;6260;8286;6702;7569;555
44336;R5Z;ASTRA MOTOR SAMARINDA;H800;3465;9998;9186;8027;5834
44460;N01;ASTRA MOTOR DENPASAR;H540;5964;1668;5450;6516;115
44121;W01;ASTRA MOTOR MAKASSAR;H760;4824;9891;978;7979;2405
45116;W01;ASTRA MOTOR MAKASSAR;H760;8749;6023;279;9559;6664
42938;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1757;9225;9375;9683;6301
44938;G02;ASTRA MOTOR BENGKULU;H650;6971;9236;4579;955;3233
44670;Q01;ASTRA MOTOR PONTIANAK;H720;4333;4696;397;3906;9258
42663;W01;ASTRA MOTOR MAKASSAR;H760;2870;4912;7407;3077;5368
44687;G02;ASTRA MOTOR BENGKULU;H650;6707;8493;1809;6854;422
42329;Q01;ASTRA MOTOR PONTIANAK;H720;1691;460;6336;6925;1830
42010;K0Z;ASTRA MOTOR SEMARANG;H350;5738;66;2508;5689;471
44623;K0Z;ASTRA MOTOR SEMARANG;H350;5952;209;3271;5976;8373
44770;N01;ASTRA MOTOR DENPASAR;H540;2742;7460;3454;403;6079
43086;G02;ASTRA MOTOR BENGKULU;H650;9725;2;3297;3405;907
42304;Z11;ASTRA MOTOR JAYAPURA;H790;6377;4407;6287;7704;2445
44529;N02;ASTRA MOTOR MATARAM;H530;7001;7665;9314;1395;4537
43588;G01;ASTRA MOTOR PALEMBANG;H600;4449;4416;318;9601;9391
43371;N01;ASTRA MOTOR DENPASAR;H540;268;3263;8114;6372;9658
43809;Z11;ASTRA MOTOR JAYAPURA;H790;5784;8540;1595;3001;8396
44888;R4Z;ASTRA MOTOR BALIKPAPAN;H700;486;778;1339;3867;2086
43252;R5Z;ASTRA MOTOR SAMARINDA;H800;3057;7654;501;7773;687
42333;Q01;ASTRA MOTOR PONTIANAK;H720;5879;8416;9362;4204;1705
44176;W01;ASTRA MOTOR MAKASSAR;H760;7512;5400;2880;5200;3028
42491;R5Z;ASTRA MOTOR SAMARINDA;H800;3352;1423;4016;7860;4819
44058;G02;ASTRA MOTOR BENGKULU;H650;3200;8935;9436;6151;9630
43430;N02;ASTRA MOTOR MATARAM;H530;1933;4292;2739;7457;9484
43030;N02;ASTRA MOTOR MATARAM;H530;6461;8905;8035;8491;9687
43095;G02;ASTRA MOTOR BENGKULU;H650;8966;2915;3392;3800;5662
43083;N01;ASTRA MOTOR DENPASAR;H540;59;4257;1651;7091;4155
42074;Z11;ASTRA MOTOR JAYAPURA;H790;904;3254;8804;8162;4146
44001;N02;ASTRA MOTOR MATARAM;H530;7793;8588;235;2815;412
44700;K0Z;ASTRA MOTOR SEMARANG;H350;9268;5821;4242;6255;2632
44434;L01;ASTRA MOTOR YOGYAKARTA;H360;2437;4540;4938;2831;5302
44247;G01;ASTRA MOTOR PALEMBANG;H600;707;6979;2015;9265;2531
42937;G02;ASTRA MOTOR BENGKULU;H650;4835;4259;741;9543;962
42311;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9651;8441;1959;44;9034
42823;N01;ASTRA MOTOR DENPASAR;H540;2625;3095;4015;2089;3066
42821;L01;ASTRA MOTOR YOGYAKARTA;H360;792;6991;7952;4197;4350
42044;K0Z;ASTRA MOTOR SEMARANG;H350;1059;7492;5324;7631;6101
43841;G01;ASTRA MOTOR PALEMBANG;H600;2294;3656;9070;5155;5148
43072;W01;ASTRA MOTOR MAKASSAR;H760;9505;5351;5694;6307;2604
43878;R5Z;ASTRA MOTOR SAMARINDA;H800;7100;1839;6258;6936;1632
44445;Z11;ASTRA MOTOR JAYAPURA;H790;5139;2971;5680;4952;123
42184;Q01;ASTRA MOTOR PONTIANAK;H720;5001;3305;7005;341;1086
45198;K0Z;ASTRA MOTOR SEMARANG;H350;6454;278;4811;4067;3752
42027;R5Z;ASTRA MOTOR SAMARINDA;H800;5217;6114;3222;7188;4372
45011;R5Z;ASTRA MOTOR SAMARINDA;H800;6498;5312;4001;9098;6750
42947;Z11;ASTRA MOTOR JAYAPURA;H790;3439;6913;3343;4784;414
42263;R5Z;ASTRA MOTOR SAMARINDA;H800;9726;6104;9147;4480;3440
44681;K0Z;ASTRA MOTOR SEMARANG;H350;5069;8746;2625;544;7986
43299;K0Z;ASTRA MOTOR SEMARANG;H350;5415;2012;8779;6394;6656
42656;Z11;ASTRA MOTOR JAYAPURA;H790;9146;2547;8641;8400;456
43842;N01;ASTRA MOTOR DENPASAR;H540;5724;1869;9425;1228;7289
43280;R5Z;ASTRA MOTOR SAMARINDA;H800;6301;7952;5915;4520;72
44147;N01;ASTRA MOTOR DENPASAR;H540;9765;9256;4592;5477;3988
43434;W01;ASTRA MOTOR MAKASSAR;H760;3945;7373;1755;6964;5531
42569;Q01;ASTRA MOTOR PONTIANAK;H720;2061;2970;2675;8184;4849
43794;Z11;ASTRA MOTOR JAYAPURA;H790;5849;18;4950;127;4464
43895;L01;ASTRA MOTOR YOGYAKARTA;H360;3025;6144;8578;4980;5560
44006;G01;ASTRA MOTOR PALEMBANG;H600;2204;8828;2125;4544;3812
42909;Z11;ASTRA MOTOR JAYAPURA;H790;4725;7059;9116;384;7220
42588;Q01;ASTRA MOTOR PONTIANAK;H720;7148;4798;8171;9775;8252
43165;R5Z;ASTRA MOTOR SAMARINDA;H800;2691;9208;3475;2889;4947
43805;N02;ASTRA MOTOR MATARAM;H530;6558;435;1527;7483;667
44983;N01;ASTRA MOTOR DENPASAR;H540;3820;1658;2435;3215;2166
43965;G01;ASTRA MOTOR PALEMBANG;H600;8863;1797;9176;4427;4843
42536;N01;ASTRA MOTOR DENPASAR;H540;4880;7905;8306;3896;4925
42751;K0Z;ASTRA MOTOR SEMARANG;H350;8402;9356;8996;8627;3667
43957;Q01;ASTRA MOTOR PONTIANAK;H720;1541;3365;5982;6519;2284
44104;G01;ASTRA MOTOR PALEMBANG;H600;9500;421;1233;6848;3561
42818;R5Z;ASTRA MOTOR SAMARINDA;H800;5500;816;7503;8720;2433
42194;L01;ASTRA MOTOR YOGYAKARTA;H360;1918;2957;6423;3060;9962
42137;G02;ASTRA MOTOR BENGKULU;H650;2369;2211;7108;1549;8401
44751;Q01;ASTRA MOTOR PONTIANAK;H720;3476;2912;7601;7559;7040
45080;L01;ASTRA MOTOR YOGYAKARTA;H360;604;5741;6138;5069;3116
43750;R5Z;ASTRA MOTOR SAMARINDA;H800;8849;7858;5256;6651;8491
42472;N01;ASTRA MOTOR DENPASAR;H540;1169;9553;9512;533;8127
43009;N01;ASTRA MOTOR DENPASAR;H540;184;3829;2549;3315;3697
43389;Q01;ASTRA MOTOR PONTIANAK;H720;5742;2010;668;9295;7334
44183;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5248;2505;9072;4765;9462
43706;Z11;ASTRA MOTOR JAYAPURA;H790;84;7765;2238;6132;4077
44504;Z11;ASTRA MOTOR JAYAPURA;H790;1002;367;3333;9510;3883
43123;L01;ASTRA MOTOR YOGYAKARTA;H360;6391;4942;7157;7637;2548
44618;Z11;ASTRA MOTOR JAYAPURA;H790;9686;8263;649;98;4354
44757;R5Z;ASTRA MOTOR SAMARINDA;H800;7310;3140;6828;1454;5462
42611;K0Z;ASTRA MOTOR SEMARANG;H350;8144;9003;5626;3873;5261
44388;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5608;8617;5402;6376;2391
44062;W01;ASTRA MOTOR MAKASSAR;H760;2429;1680;5045;624;7827
44915;N02;ASTRA MOTOR MATARAM;H530;5830;5689;8443;2961;6020
42523;W01;ASTRA MOTOR MAKASSAR;H760;4433;7399;7282;135;8463
42271;Q01;ASTRA MOTOR PONTIANAK;H720;5545;4571;3727;3198;8292
44656;G01;ASTRA MOTOR PALEMBANG;H600;7114;5980;8656;6312;6109
43102;N01;ASTRA MOTOR DENPASAR;H540;7323;516;840;7602;8800
42908;R5Z;ASTRA MOTOR SAMARINDA;H800;3441;8889;8315;6512;2312
42160;W01;ASTRA MOTOR MAKASSAR;H760;9222;1994;3541;4504;2909
45104;N01;ASTRA MOTOR DENPASAR;H540;6885;3800;8251;4162;3129
43254;R5Z;ASTRA MOTOR SAMARINDA;H800;3911;4737;9457;6822;8306
44062;Z11;ASTRA MOTOR JAYAPURA;H790;7915;4290;8618;4015;4450
43568;G01;ASTRA MOTOR PALEMBANG;H600;5499;2122;4027;9569;7377
43041;W01;ASTRA MOTOR MAKASSAR;H760;6448;6723;4653;2602;9745
43676;G02;ASTRA MOTOR BENGKULU;H650;5287;2000;9841;2048;7995
45192;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8679;9915;6154;5531;4580
42140;K0Z;ASTRA MOTOR SEMARANG;H350;5414;1534;6577;788;153
44702;N01;ASTRA MOTOR DENPASAR;H540;4088;9078;7657;431;2243
43681;N01;ASTRA MOTOR DENPASAR;H540;7319;5529;9038;6906;2344
44184;K0Z;ASTRA MOTOR SEMARANG;H350;8887;9284;4249;3305;9089
42464;Z11;ASTRA MOTOR JAYAPURA;H790;9605;7962;1443;2292;9273
42581;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6168;4205;7164;6828;5370
45237;Z11;ASTRA MOTOR JAYAPURA;H790;3979;9410;4715;1761;8218
44459;Z11;ASTRA MOTOR JAYAPURA;H790;4379;1384;9229;9877;7437
43802;W01;ASTRA MOTOR MAKASSAR;H760;8667;3231;2892;3927;486
43295;Q01;ASTRA MOTOR PONTIANAK;H720;1152;8775;5472;3743;2499
43283;R5Z;ASTRA MOTOR SAMARINDA;H800;5471;4497;109;132;8139
43249;N01;ASTRA MOTOR DENPASAR;H540;7126;1085;8880;6002;5525
43946;G01;ASTRA MOTOR PALEMBANG;H600;988;8205;1222;1804;3011
42814;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1032;8198;3885;8087;3558
43474;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4234;7859;3592;3935;54
44354;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9000;3605;9161;5545;2725
42661;L01;ASTRA MOTOR YOGYAKARTA;H360;4231;6436;410;3096;7125
42306;Q01;ASTRA MOTOR PONTIANAK;H720;4721;7203;8211;516;7900
43514;W01;ASTRA MOTOR MAKASSAR;H760;2161;8611;9155;2319;5108
42069;Z11;ASTRA MOTOR JAYAPURA;H790;84;8717;1386;4554;6735
42444;Q01;ASTRA MOTOR PONTIANAK;H720;9026;4359;2297;5310;8619
44969;G01;ASTRA MOTOR PALEMBANG;H600;7001;311;1646;7567;7530
42394;W01;ASTRA MOTOR MAKASSAR;H760;5035;1319;9758;3041;1598
42366;G02;ASTRA MOTOR BENGKULU;H650;5722;2773;3729;5937;255
45187;Z11;ASTRA MOTOR JAYAPURA;H790;7441;9767;601;3379;8833
44560;K0Z;ASTRA MOTOR SEMARANG;H350;3054;6257;3755;3348;1751
44946;L01;ASTRA MOTOR YOGYAKARTA;H360;6724;5134;8538;1280;4581
44354;W01;ASTRA MOTOR MAKASSAR;H760;160;3858;5684;8532;510
43729;R5Z;ASTRA MOTOR SAMARINDA;H800;2024;6492;8770;9824;501
45070;N01;ASTRA MOTOR DENPASAR;H540;8723;9315;5767;9976;6548
44470;R5Z;ASTRA MOTOR SAMARINDA;H800;4757;8440;9482;6967;8550
45228;W01;ASTRA MOTOR MAKASSAR;H760;3002;5454;6711;5331;7127
43333;G01;ASTRA MOTOR PALEMBANG;H600;3494;971;3709;5889;1655
42848;N02;ASTRA MOTOR MATARAM;H530;8095;2162;4446;2817;6146
42644;G02;ASTRA MOTOR BENGKULU;H650;5651;5679;9351;1474;8859
44400;K0Z;ASTRA MOTOR SEMARANG;H350;3386;4221;1832;6051;3194
44998;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4662;3040;3028;3781;2837
44365;G01;ASTRA MOTOR PALEMBANG;H600;2303;1092;4999;4193;2240
44692;R5Z;ASTRA MOTOR SAMARINDA;H800;4906;9768;2585;5610;5126
44242;G02;ASTRA MOTOR BENGKULU;H650;1145;9464;3761;3659;1163
44038;G01;ASTRA MOTOR PALEMBANG;H600;6957;3470;3444;1165;9490
45046;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1215;4881;694;3230;8516
44197;K0Z;ASTRA MOTOR SEMARANG;H350;3061;6854;2741;1761;4982
45109;Z11;ASTRA MOTOR JAYAPURA;H790;7908;2557;4622;1884;6190
42618;N01;ASTRA MOTOR DENPASAR;H540;7;8333;3090;5288;6000
43694;Z11;ASTRA MOTOR JAYAPURA;H790;1909;2863;890;9100;8181
43595;L01;ASTRA MOTOR YOGYAKARTA;H360;1297;463;4342;2814;5626
44803;W01;ASTRA MOTOR MAKASSAR;H760;9628;2834;658;8295;9316
44187;N01;ASTRA MOTOR DENPASAR;H540;4884;8605;7986;9154;4153
45037;N01;ASTRA MOTOR DENPASAR;H540;7307;1714;2665;7030;5265
42944;R5Z;ASTRA MOTOR SAMARINDA;H800;9642;5029;5118;9578;8262
44525;N02;ASTRA MOTOR MATARAM;H530;9712;7205;6008;6433;9910
43196;R5Z;ASTRA MOTOR SAMARINDA;H800;6643;8782;9273;4528;5632
44804;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6209;3389;5868;627;149
44099;Q01;ASTRA MOTOR PONTIANAK;H720;9202;525;5772;3215;1670
43928;Z11;ASTRA MOTOR JAYAPURA;H790;5930;6888;3547;8957;8138
44335;R5Z;ASTRA MOTOR SAMARINDA;H800;5434;680;3368;4741;8952
44859;R5Z;ASTRA MOTOR SAMARINDA;H800;7321;9490;5579;4079;6068
42988;K0Z;ASTRA MOTOR SEMARANG;H350;4754;5031;7930;9555;500
42880;K0Z;ASTRA MOTOR SEMARANG;H350;4222;2361;1766;9715;8434
44072;Q01;ASTRA MOTOR PONTIANAK;H720;3972;7782;7296;1850;4979
45239;Z11;ASTRA MOTOR JAYAPURA;H790;5983;4708;4274;1584;5829
42850;L01;ASTRA MOTOR YOGYAKARTA;H360;5817;2410;5451;3781;3982
42216;Q01;ASTRA MOTOR PONTIANAK;H720;149;1990;7342;1649;970
42251;N02;ASTRA MOTOR MATARAM;H530;2081;3706;844;9094;4389
43117;W01;ASTRA MOTOR MAKASSAR;H760;398;7849;5621;9116;4464
45010;L01;ASTRA MOTOR YOGYAKARTA;H360;3330;8497;7455;3315;1407
44303;K0Z;ASTRA MOTOR SEMARANG;H350;1254;6091;1470;9389;5639
42228;G01;ASTRA MOTOR PALEMBANG;H600;2190;8163;5104;9504;8726
44642;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2112;882;8923;1704;7423
43161;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4778;1041;3351;8011;9495
43201;G01;ASTRA MOTOR PALEMBANG;H600;7395;2703;5910;6068;1149
44560;L01;ASTRA MOTOR YOGYAKARTA;H360;2728;5696;4326;7419;378
43344;L01;ASTRA MOTOR YOGYAKARTA;H360;738;2895;6994;1701;8985
43807;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5462;4996;7429;1822;2752
43476;W01;ASTRA MOTOR MAKASSAR;H760;7651;4967;2223;5801;1904
44558;W01;ASTRA MOTOR MAKASSAR;H760;5412;1114;6503;2204;8545
43532;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7892;6523;7490;299;1912
44006;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4347;381;6307;2250;1874
45181;Z11;ASTRA MOTOR JAYAPURA;H790;1592;1499;279;576;3587
43237;Q01;ASTRA MOTOR PONTIANAK;H720;5243;4066;2633;293;8270
44566;R4Z;ASTRA MOTOR BALIKPAPAN;H700;535;9419;799;5137;112
45094;K0Z;ASTRA MOTOR SEMARANG;H350;8912;8765;890;2300;5533
42314;N02;ASTRA MOTOR MATARAM;H530;712;3033;9280;2316;3988
42976;R5Z;ASTRA MOTOR SAMARINDA;H800;1355;1699;2109;8752;8357
42694;G02;ASTRA MOTOR BENGKULU;H650;1760;2363;7186;6063;1836
44417;L01;ASTRA MOTOR YOGYAKARTA;H360;4252;1317;2615;1172;6853
42157;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9698;7774;7508;9821;2699
43362;L01;ASTRA MOTOR YOGYAKARTA;H360;9741;6779;6611;1915;702
43645;N02;ASTRA MOTOR MATARAM;H530;7946;9663;473;2956;7690
43819;K0Z;ASTRA MOTOR SEMARANG;H350;6330;8778;199;4689;5901
42439;N01;ASTRA MOTOR DENPASAR;H540;7148;6441;4317;8632;6525
44553;Z11;ASTRA MOTOR JAYAPURA;H790;660;5271;6215;1258;8904
44104;W01;ASTRA MOTOR MAKASSAR;H760;3705;7919;7182;9203;8961
44619;G01;ASTRA MOTOR PALEMBANG;H600;9007;5148;3904;365;1764
42577;G02;ASTRA MOTOR BENGKULU;H650;9000;4565;8312;1032;5357
43081;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1228;4631;4074;5444;8873
43964;W01;ASTRA MOTOR MAKASSAR;H760;319;8201;5361;4423;6733
44839;R5Z;ASTRA MOTOR SAMARINDA;H800;1294;4629;6102;3665;3903
45201;G02;ASTRA MOTOR BENGKULU;H650;1738;7847;590;6077;1419
45088;N02;ASTRA MOTOR MATARAM;H530;257;5071;2545;4448;4195
43455;N02;ASTRA MOTOR MATARAM;H530;9861;3901;457;2912;2258
44545;R5Z;ASTRA MOTOR SAMARINDA;H800;4312;6694;9589;4182;9739
44679;L01;ASTRA MOTOR YOGYAKARTA;H360;4467;7804;1386;2846;3459
43989;Q01;ASTRA MOTOR PONTIANAK;H720;5804;6932;2752;1115;3457
43510;K0Z;ASTRA MOTOR SEMARANG;H350;7768;4580;3131;1879;8286
42621;W01;ASTRA MOTOR MAKASSAR;H760;8428;2601;1975;800;8616
44605;N02;ASTRA MOTOR MATARAM;H530;3539;9416;8644;2576;6061
44678;L01;ASTRA MOTOR YOGYAKARTA;H360;4207;5705;3207;4638;5416
45045;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8497;7615;8997;8956;8855
42048;L01;ASTRA MOTOR YOGYAKARTA;H360;4281;272;2764;7191;5614
42304;N02;ASTRA MOTOR MATARAM;H530;2024;3376;6220;8600;1626
44768;K0Z;ASTRA MOTOR SEMARANG;H350;6302;5805;2827;3184;8870
42676;Q01;ASTRA MOTOR PONTIANAK;H720;7753;5447;7598;8244;9990
42747;G02;ASTRA MOTOR BENGKULU;H650;7941;711;4021;1851;3804
42892;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9159;1659;9150;5424;9610
44820;Q01;ASTRA MOTOR PONTIANAK;H720;4932;6058;1524;7955;3488
42826;K0Z;ASTRA MOTOR SEMARANG;H350;3193;772;6036;1410;2614
42807;N01;ASTRA MOTOR DENPASAR;H540;7436;6503;2217;514;7772
44848;R5Z;ASTRA MOTOR SAMARINDA;H800;4430;2868;9219;8364;860
42030;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6367;1372;2561;4127;6356
42970;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4608;7196;992;9544;592
43012;G02;ASTRA MOTOR BENGKULU;H650;4450;6452;5255;1282;6368
42378;Q01;ASTRA MOTOR PONTIANAK;H720;2596;1164;9028;855;5525
42322;L01;ASTRA MOTOR YOGYAKARTA;H360;2851;5026;8563;5304;9986
42745;K0Z;ASTRA MOTOR SEMARANG;H350;9222;9066;8069;1817;8177
44461;L01;ASTRA MOTOR YOGYAKARTA;H360;387;5400;523;7659;9462
43689;Q01;ASTRA MOTOR PONTIANAK;H720;4363;8616;4997;8703;5352
44956;W01;ASTRA MOTOR MAKASSAR;H760;4738;1075;4646;3470;3638
44685;K0Z;ASTRA MOTOR SEMARANG;H350;7002;5649;1656;1581;5441
44397;R5Z;ASTRA MOTOR SAMARINDA;H800;9922;4444;2538;3024;5457
42568;G02;ASTRA MOTOR BENGKULU;H650;7040;5057;435;1405;6761
42084;N02;ASTRA MOTOR MATARAM;H530;900;7859;2435;6638;7414
43215;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5122;6957;2635;8086;8704
43115;G01;ASTRA MOTOR PALEMBANG;H600;3225;1602;9185;5783;2268
45037;N02;ASTRA MOTOR MATARAM;H530;1340;5951;7638;8266;5223
44077;R5Z;ASTRA MOTOR SAMARINDA;H800;3196;9033;2321;4839;4222
42668;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4698;841;4423;773;181
42085;N02;ASTRA MOTOR MATARAM;H530;3878;8453;1743;8852;1535
42286;G01;ASTRA MOTOR PALEMBANG;H600;6065;8299;6704;2543;2267
44981;G01;ASTRA MOTOR PALEMBANG;H600;7167;3278;9831;7946;1507
42024;L01;ASTRA MOTOR YOGYAKARTA;H360;1704;9173;3944;1980;3397
43004;Z11;ASTRA MOTOR JAYAPURA;H790;4255;6357;7816;9851;6091
44396;L01;ASTRA MOTOR YOGYAKARTA;H360;6772;7732;2704;2824;2622
43731;N01;ASTRA MOTOR DENPASAR;H540;4106;7389;6251;4573;9427
45008;N01;ASTRA MOTOR DENPASAR;H540;6943;406;1856;3315;563
42738;W01;ASTRA MOTOR MAKASSAR;H760;8732;5414;1209;9174;3020
42726;R4Z;ASTRA MOTOR BALIKPAPAN;H700;441;2015;5641;475;8276
44443;W01;ASTRA MOTOR MAKASSAR;H760;5845;2186;2106;3433;6507
42811;G01;ASTRA MOTOR PALEMBANG;H600;2000;302;5176;375;2910
45218;L01;ASTRA MOTOR YOGYAKARTA;H360;3900;3277;2786;2360;1103
43428;K0Z;ASTRA MOTOR SEMARANG;H350;7215;5696;8627;7987;314
42510;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1523;2112;7613;6254;7270
42565;N02;ASTRA MOTOR MATARAM;H530;9651;4277;7551;509;4291
42747;K0Z;ASTRA MOTOR SEMARANG;H350;4077;5112;840;7358;1620
43049;N02;ASTRA MOTOR MATARAM;H530;6549;3275;8853;3530;936
44400;N01;ASTRA MOTOR DENPASAR;H540;8874;1439;5217;6702;7729
43697;G01;ASTRA MOTOR PALEMBANG;H600;8071;6802;701;1015;9895
44437;G02;ASTRA MOTOR BENGKULU;H650;3192;9092;5245;528;4838
44966;N02;ASTRA MOTOR MATARAM;H530;4305;1054;7377;2915;4546
42889;N02;ASTRA MOTOR MATARAM;H530;3729;4703;9929;4139;7396
45257;N01;ASTRA MOTOR DENPASAR;H540;299;7086;9277;4351;5653
45159;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3293;4372;2439;4810;4707
42990;N02;ASTRA MOTOR MATARAM;H530;7621;6287;7512;9377;5079
44883;L01;ASTRA MOTOR YOGYAKARTA;H360;6243;5349;9489;9895;5845
43314;W01;ASTRA MOTOR MAKASSAR;H760;8282;6272;1517;2290;6670
45032;K0Z;ASTRA MOTOR SEMARANG;H350;912;8380;9266;4466;3685
44655;N01;ASTRA MOTOR DENPASAR;H540;1913;245;7886;652;9507
44868;Z11;ASTRA MOTOR JAYAPURA;H790;920;5291;7624;2588;4283
42910;Q01;ASTRA MOTOR PONTIANAK;H720;4287;3772;7391;3817;7576
43288;N01;ASTRA MOTOR DENPASAR;H540;1215;7252;4206;2040;3540
42435;Q01;ASTRA MOTOR PONTIANAK;H720;1803;3664;2680;6241;2768
43751;L01;ASTRA MOTOR YOGYAKARTA;H360;9720;7049;979;3478;3563
44150;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4069;2092;5555;6676;8779
43314;R4Z;ASTRA MOTOR BALIKPAPAN;H700;666;9623;1903;3207;8358
43105;N01;ASTRA MOTOR DENPASAR;H540;3438;1841;3528;6379;7301
44094;G02;ASTRA MOTOR BENGKULU;H650;6290;4058;632;3934;2843
